METER NUMBER,BLOCK/LIMITS,STREET,SIDE,DISTRICT,MANUFACTURER,MODEL,RATE,FROM DAY,TO DAY,FROM TIME,TO TIME,LIMIT HR,LIMIT MIN,TIMER,STATUS,INSTALLED,MAINTENANCE ROUTE
CAL01,LOT,CALLOWHILL,N,80,METRIC,P&D,$8.00 ,SUN,SAT,0600A,1159P,24,,24HR,"I		",12/17/14,1-NEQ
64C023,701,SANSOM,N,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C024,701,SANSOM,N,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C025,100,S 7,W,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,1,,24HR,"I		",7/8/09,2-SEQ
64C025,100,S 7,W,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"I		",7/8/09,2-SEQ
64C027,700,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C027,700,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/8/09,2-SEQ
64C027,700,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C027,700,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C028,700,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C028,700,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/8/09,2-SEQ
64C028,700,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C028,700,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C029,100,S 8,W,64C,METRIC,P&D,$3.00 ,MON,FRI,0930A,0400P,1,,24HR,"I		",7/17/09,2-SEQ
64C029,100,S 8,W,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,3,,24HR,"I		",7/17/09,2-SEQ
64C029,100,S 8,W,64C,METRIC,P&D,$3.00 ,MON,FRI,0400P,1000P,3,,24HR,"I		",7/17/09,2-SEQ
64C030,100,S 8,W,64C,METRIC,P&D,$3.00 ,MON,FRI,0930A,0400P,1,,24HR,"I		",7/17/09,2-SEQ
64C030,100,S 8,W,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,3,,24HR,"I		",7/17/09,2-SEQ
64C030,100,S 8,W,64C,METRIC,P&D,$3.00 ,MON,FRI,0400P,1000P,3,,24HR,"I		",7/17/09,2-SEQ
64C031,200,S 8,W,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,2,,24HR,"I		",7/16/09,2-SEQ
64C031,200,S 8,W,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"I		",7/16/09,2-SEQ
64C032,800,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C032,800,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/8/09,2-SEQ
64C032,800,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C032,800,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/8/09,2-SEQ
64C034,201,S 9,E,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0800P,2,,24HR,"I		",7/10/09,2-SEQ
64C035,201,S 9,E,64C,METRIC,P&D,$2.50 ,SUN,SAT,0800A,0800P,2,,24HR,"R		",7/10/09,2-SEQ
64C037,101,S 9,E,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/10/09,2-SEQ
64C037,101,S 9,E,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/10/09,2-SEQ
64C038,900,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C038,900,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/10/09,2-SEQ
64C038,900,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C038,900,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C039,900,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C039,900,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/10/09,2-SEQ
64C039,900,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C039,900,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C042,100,S 10,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/7/09,2-SEQ
64C042,100,S 10,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/7/09,2-SEQ
64C043,200,S 10,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",9/22/09,2-SEQ
64C043,200,S 10,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",9/22/09,2-SEQ
64C044,200,S 10,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",9/22/09,2-SEQ
64C044,200,S 10,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",9/22/09,2-SEQ
64C045,1000,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C045,1000,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/10/09,2-SEQ
64C045,1000,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C045,1000,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C046,1000,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C046,1000,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/10/09,2-SEQ
64C046,1000,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C046,1000,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/10/09,2-SEQ
64C047,1000,WALNUT ST,S,64C,METRIC,P&D,$2.50 ,SUN,SUN,0800A,1000P,2,,24HR,"R		",7/10/09,2-SEQ
64C047,1000,WALNUT ST,S,64C,METRIC,P&D,$2.50 ,MON,FRI,1000A,0330P,2,,24HR,"R		",7/10/09,2-SEQ
64C047,1000,WALNUT ST,S,64C,METRIC,P&D,$2.50 ,SAT,SAT,0800A,1000P,2,,24HR,"R		",7/10/09,2-SEQ
64C047,1000,WALNUT ST,S,64C,METRIC,P&D,$2.50 ,MON,FRI,0630P,1000P,2,,24HR,"R		",7/10/09,2-SEQ
64C048,201,S 11,E,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/13/09,2-SEQ
64C048,201,S 11,E,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/13/09,2-SEQ
64C052,1100,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C052,1100,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/13/09,2-SEQ
64C052,1100,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C052,1100,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C053,100,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,1,,24HR,"I		",8/19/09,2-SEQ
64C053,100,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",8/19/09,2-SEQ
64C054,100,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,1,,24HR,"I		",8/19/09,2-SEQ
64C054,100,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",8/19/09,2-SEQ
64C055,100,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,1,,24HR,"I		",8/19/09,2-SEQ
64C055,100,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",8/19/09,2-SEQ
64C056,200,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/13/09,2-SEQ
64C056,200,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/13/09,2-SEQ
64C057,200,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/13/09,2-SEQ
64C057,200,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/13/09,2-SEQ
64C058,200,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/13/09,2-SEQ
64C058,200,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/13/09,2-SEQ
64C059,1200,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C059,1200,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/13/09,2-SEQ
64C059,1200,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C059,1200,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C060,1200,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C060,1200,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/13/09,2-SEQ
64C060,1200,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C060,1200,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C061,200,S 13,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/7/09,2-SEQ
64C061,200,S 13,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1159P,3,,24HR,"I		",7/7/09,2-SEQ
64C062,200,S 13,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",8/18/09,2-SEQ
64C062,200,S 13,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1159P,3,,24HR,"I		",8/18/09,2-SEQ
64C063,100,S 13,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/16/09,2-SEQ
64C063,100,S 13,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1159P,3,,24HR,"I		",7/16/09,2-SEQ
64C064,100,S 13,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/16/09,2-SEQ
64C064,100,S 13,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1159P,3,,24HR,"I		",7/16/09,2-SEQ
64C065,100,S 13,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1159P,3,,24HR,"I		",7/16/09,2-SEQ
64C066,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C066,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/13/09,2-SEQ
64C066,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C066,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C067,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"N		",7/13/09,2-SEQ
64C067,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"N		",7/13/09,2-SEQ
64C067,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"N		",7/13/09,2-SEQ
64C067,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"N		",7/13/09,2-SEQ
64C068,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C068,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/13/09,2-SEQ
64C068,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C068,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C069,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C069,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0330P,2,,24HR,"I		",7/13/09,2-SEQ
64C069,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C069,1300,WALNUT ST,S,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,2,,24HR,"I		",7/13/09,2-SEQ
64C070,201,S BROAD,E,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,1,,24HR,"I		",7/17/09,2-SEQ
64C070,201,S BROAD,E,64C,METRIC,P&D,$3.00 ,MON,FRI,0930A,0400P,1,,24HR,"I		",7/17/09,2-SEQ
64C070,201,S BROAD,E,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,1,,24HR,"I		",7/17/09,2-SEQ
64C070,201,S BROAD,E,64C,METRIC,P&D,$3.00 ,MON,FRI,0630P,1000P,1,,24HR,"I		",7/17/09,2-SEQ
64C072,1300,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,2,,24HR,"I		",7/14/09,2-SEQ
64C072,1300,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"I		",7/14/09,2-SEQ
64C074,1300,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,2,,24HR,"I		",7/14/09,2-SEQ
64C074,1300,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"I		",7/14/09,2-SEQ
64C075,1200,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,2,,24HR,"R		",9/8/09,2-SEQ
64C075,1200,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"R		",9/8/09,2-SEQ
64C076,1200,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,2,,24HR,"I		",7/14/09,2-SEQ
64C076,1200,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"I		",7/14/09,2-SEQ
64C077,1100,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,2,,24HR,"I		",7/14/09,2-SEQ
64C077,1100,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"I		",7/14/09,2-SEQ
64C078,1100,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,2,,24HR,"I		",7/14/09,2-SEQ
64C078,1100,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"I		",7/14/09,2-SEQ
64C079,1100,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,2,,24HR,"I		",7/14/09,2-SEQ
64C079,1100,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"I		",7/14/09,2-SEQ
64C080,1000,LOCUST,S,64C,METRIC,P&D,$2.50 ,SUN,SAT,0800A,0400P,2,,24HR,"R		",7/16/09,2-SEQ
64C080,1000,LOCUST,S,64C,METRIC,P&D,$2.50 ,SUN,SAT,0400P,1000P,3,,24HR,"R		",7/16/09,2-SEQ
64C081,1000,LOCUST,S,64C,METRIC,P&D,$2.50 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/16/09,2-SEQ
64C081,1000,LOCUST,S,64C,METRIC,P&D,$2.50 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/16/09,2-SEQ
64C083,900,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,1000P,2,,24HR,"I		",7/14/09,2-SEQ
64C084,900,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,1000P,2,,24HR,"I		",7/14/09,2-SEQ
64C085,800,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,1000P,2,,24HR,"I		",7/16/09,2-SEQ
64C086,800,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,1000P,2,,24HR,"I		",7/16/09,2-SEQ
64C088,700,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,2,,24HR,"I		",7/20/09,2-SEQ
64C088,700,LOCUST,S,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"I		",7/20/09,2-SEQ
64C090,701,LOCUST,N,64C,METRIC,P&D,$3.00 ,MON,SAT,0800A,0400P,2,,24HR,"I		",7/17/09,2-SEQ
64C090,701,LOCUST,N,64C,METRIC,P&D,$3.00 ,MON,SAT,0400P,1000P,3,,24HR,"I		",7/17/09,2-SEQ
64C091,801,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,1,,24HR,"I		",8/19/09,2-SEQ
64C091,801,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",8/19/09,2-SEQ
64C093,901,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,1,,24HR,"I		",7/20/09,2-SEQ
64C093,901,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/20/09,2-SEQ
64C095,1101,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,1,,24HR,"I		",7/20/09,2-SEQ
64C095,1101,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/20/09,2-SEQ
64C096,1101,SANSOM,N,64C,METRIC,P&D,$2.50 ,SUN,SAT,0800A,0400P,1,,24HR,"R		",7/20/09,2-SEQ
64C096,1101,SANSOM,N,64C,METRIC,P&D,$2.50 ,SUN,SAT,0400P,1000P,3,,24HR,"R		",7/20/09,2-SEQ
64C097,1201,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,1,,24HR,"I		",7/20/09,2-SEQ
64C097,1201,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/20/09,2-SEQ
64C098,1201,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,1,,24HR,"I		",10/16/13,2-SEQ
64C098,1201,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",10/16/13,2-SEQ
64C099,1301,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,3,,24HR,"I		",9/30/11,2-SEQ
64C099,1301,SANSOM,N,64C,METRIC,P&D,$3.00 ,MON,FRI,0400P,1000P,3,,24HR,"I		",9/30/11,2-SEQ
64C099,1301,SANSOM,N,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,3,,24HR,"I		",9/30/11,2-SEQ
64C100,1301,SANSOM,N,64C,METRIC,P&D,$3.00 ,SUN,SUN,0800A,1000P,3,,24HR,"I		",9/30/11,2-SEQ
64C100,1301,SANSOM,N,64C,METRIC,P&D,$3.00 ,MON,FRI,0400P,1000P,3,,24HR,"I		",9/30/11,2-SEQ
64C100,1301,SANSOM,N,64C,METRIC,P&D,$3.00 ,SAT,SAT,0800A,1000P,3,,24HR,"I		",9/30/11,2-SEQ
64C101,1301,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,SUN,SUN,0700A,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C101,1301,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0400P,2,,24HR,"I		",8/18/09,2-SEQ
64C101,1301,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,SAT,SAT,0700A,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C101,1301,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,MON,FRI,0400P,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C102,1301,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,SUN,SUN,0700A,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C102,1301,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0400P,2,,24HR,"I		",8/18/09,2-SEQ
64C102,1301,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,SAT,SAT,0700A,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C102,1301,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,MON,FRI,0400P,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C104,1201,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,SUN,SUN,0700A,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C104,1201,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0400P,2,,24HR,"I		",8/18/09,2-SEQ
64C104,1201,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,SAT,SAT,0700A,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C104,1201,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,MON,FRI,0400P,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C105,1201,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,SUN,SUN,0700A,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C105,1201,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0400P,2,,24HR,"I		",8/18/09,2-SEQ
64C105,1201,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,SAT,SAT,0700A,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C105,1201,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,MON,FRI,0400P,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C107,UNIT,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",8/18/09,2-SEQ
64C107,UNIT,S 12,W,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C108,1101,CHESTNUT,N,64C,METRIC,P&D,$2.50 ,SUN,SUN,0700A,1000P,3,,24HR,"B		",8/18/09,2-SEQ
64C108,1101,CHESTNUT,N,64C,METRIC,P&D,$2.50 ,MON,FRI,1000A,0400P,2,,24HR,"B		",8/18/09,2-SEQ
64C108,1101,CHESTNUT,N,64C,METRIC,P&D,$2.50 ,SAT,SAT,0700A,1000P,3,,24HR,"B		",8/18/09,2-SEQ
64C108,1101,CHESTNUT,N,64C,METRIC,P&D,$2.50 ,MON,FRI,0400P,1000P,3,,24HR,"B		",8/18/09,2-SEQ
64C109,1101,CHESTNUT,N,64C,METRIC,P&D,$2.50 ,SUN,SUN,0700A,1000P,3,,24HR,"B		",8/18/09,2-SEQ
64C109,1101,CHESTNUT,N,64C,METRIC,P&D,$2.50 ,MON,FRI,1000A,0400P,2,,24HR,"B		",8/18/09,2-SEQ
64C109,1101,CHESTNUT,N,64C,METRIC,P&D,$2.50 ,SAT,SAT,0700A,1000P,3,,24HR,"B		",8/18/09,2-SEQ
64C109,1101,CHESTNUT,N,64C,METRIC,P&D,$2.50 ,MON,FRI,0400P,1000P,3,,24HR,"B		",8/18/09,2-SEQ
64C110,UNIT,S 11,E,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/14/09,2-SEQ
64C110,UNIT,S 11,E,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/14/09,2-SEQ
64C111,UNIT,S 11,E,64C,METRIC,P&D,$3.00 ,SUN,SAT,0800A,0400P,2,,24HR,"I		",7/14/09,2-SEQ
64C111,UNIT,S 11,E,64C,METRIC,P&D,$3.00 ,SUN,SAT,0400P,1000P,3,,24HR,"I		",7/14/09,2-SEQ
64C113,1001,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,SUN,SUN,0700A,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C113,1001,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,MON,FRI,1000A,0400P,2,,24HR,"I		",8/18/09,2-SEQ
64C113,1001,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,SAT,SAT,0700A,1000P,3,,24HR,"I		",8/18/09,2-SEQ
64C113,1001,CHESTNUT,N,64C,METRIC,P&D,$3.00 ,MON,FRI,0400P,1000P,3,,24HR,"I		",8/18/09,2-SEQ
