METER NUMBER,BLOCK/LIMITS,STREET,SIDE,DISTRICT,MANUFACTURER,MODEL,RATE,FROM DAY,TO DAY,FROM TIME,TO TIME,LIMIT HR,LIMIT MIN,TIMER,STATUS,INSTALLED,MAINTENANCE ROUTE
CAL01,LOT,CALLOWHILL,N,80,METRIC,P&D,$8.00 ,SUN,SAT,0600A,1159P,24,,24HR,"I		",12/17/14,1-NEQ
4815035,101,S 30,E,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815038,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815039,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"I		",8/1/81,3-UCY
4815040,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815041,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815042,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815043,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815044,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815045,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815046,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815047,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815048,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/83,3-UCY
4815049,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815050,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815051,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815052,100,S 30,W,48,D-E,80,$0.75 ,SUN,SAT,0800A,1159P,4,,3HR,"R		",8/1/81,3-UCY
4815055,3001,WALNUT ST,N,48,D-E-HP,80,$1.50 ,MON,SAT,0800A,0800P,12,,3HR,"I		",8/1/81,3-UCY
4815056,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/83,3-UCY
4815057,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/82,3-UCY
4815058,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815059,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815060,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815061,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/82,3-UCY
4815062,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815063,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815064,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"I		",8/1/81,3-UCY
4815066,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"B		",8/1/81,3-UCY
4815067,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815068,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815069,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815070,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815071,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815072,3001,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815073,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815074,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815075,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815076,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815077,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815078,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815079,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815080,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815081,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815082,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815083,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815084,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/82,3-UCY
4815085,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/82,3-UCY
4815086,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/82,3-UCY
4815087,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/82,3-UCY
4815088,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"I		",8/1/82,3-UCY
4815089,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",6/1/83,3-UCY
4815090,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",6/1/83,3-UCY
4815091,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",6/1/83,3-UCY
4815096,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",6/1/83,3-UCY
4815097,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",6/1/83,3-UCY
4815098,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",6/1/83,3-UCY
4815099,3101,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",2/29/88,3-UCY
4815100,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",2/29/88,3-UCY
4815101,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",2/29/88,3-UCY
4815102,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",2/29/88,3-UCY
4815103,3201,WALNUT ST,N,48,D-E,80,$1.00 ,MON,SAT,0800A,0800P,12,,12HR,"R		",2/29/88,3-UCY
4815104,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815105,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815106,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815107,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815108,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815109,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815110,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815111,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815112,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815113,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815114,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815115,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815116,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815117,3201,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,12,,12HR,"R		",8/1/81,3-UCY
4815120,3301,WALNUT ST,N,48,D-E,80,$2.50 ,MON,SAT,0800A,0800P,2,,2HR,"I		",8/1/81,3-UCY
4815121,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815122,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815123,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815124,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815125,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815126,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815127,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815128,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815129,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815130,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815131,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815132,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815133,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815134,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815135,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815136,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,3HR,"R		",8/1/81,3-UCY
4815137,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815138,3301,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815140,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"I		",8/1/81,3-UCY
4815141,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815144,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815145,3401,WALNUT ST,E,48,D-E,80,$1.00 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815146,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"I		",8/1/81,3-UCY
4815148,3401,WALNUT ST,E,48,D,80,$1.00 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815151,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815152,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815153,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815154,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815155,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815156,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815157,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815158,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815159,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815160,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815161,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815162,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815163,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815168,3401,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815171,100,S 36,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815172,100,S 36,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815173,100,S 36,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815174,100,S 36,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815175,100,S 36,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815176,100,S 36,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815177,100,S 36,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815178,100,S 36,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815179,100,S 36,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815184,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815185,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815186,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815187,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815188,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815189,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815190,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815191,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815192,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815196,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815197,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815198,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815199,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815200,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,2HR,"R		",8/1/81,3-UCY
4815201,3601,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,2,,3HR,"R		",8/1/81,3-UCY
4815203,101,S 37,E,48,D-E,80,$2.50 ,SUN,SAT,0800A,0800P,3,,3HR,"I		",8/1/81,3-UCY
4815204,101,S 37,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815205,101,S 37,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815206,101,S 37,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815207,101,S 37,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815208,101,S 37,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815209,101,S 37,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815212,100,S 37,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815213,100,S 37,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815214,100,S 37,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815215,100,S 37,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815216,100,S 37,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815217,100,S 37,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815218,100,S 37,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815219,100,S 37,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815220,100,S 37,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815223,3701,WALNUT ST,N,48,D-E,80,$2.50 ,MON,SAT,0800A,0800P,3,,3HR,"I		",8/1/81,3-UCY
4815224,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815225,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815226,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815227,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815228,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815229,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815230,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815231,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815232,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815233,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815234,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815235,3701,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815244,101,S 38,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815245,101,S 38,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815246,101,S 38,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815247,101,S 38,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815248,101,S 38,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815249,101,S 38,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815250,101,S 38,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815253,100,S 38,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815254,100,S 38,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815255,100,S 38,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815256,100,S 38,W,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815260,3801,WALNUT ST,N,48,D-E-HP,80,$2.50 ,MON,SAT,0800A,0800P,3,,3HR,"I		",8/1/81,3-UCY
4815261,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815262,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815263,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815264,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815265,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815266,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815267,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815268,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815269,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815270,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815271,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815272,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815273,3801,WALNUT ST,N,48,D-E,80,$1.50 ,MON,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815276,101,S 39,E,48,D-E-HP,80,$2.00 ,SUN,SAT,0800A,0800P,3,,3HR,"B		",8/1/81,3-UCY
4815277,101,S 39,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815278,101,S 39,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815279,101,S 39,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815281,101,S 39,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815282,101,S 39,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815283,101,S 39,E,48,D-E,80,$1.50 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815286,101,S 39,W,48,D-E,80,$1.00 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
4815287,101,S 39,W,48,D-E,80,$1.00 ,SUN,SAT,0800A,0800P,3,,3HR,"R		",8/1/81,3-UCY
